"Nombre","Factor_Escala","Escala","Detalle","Serie","Embalaje","Peso","Precio"
"Gouf Ignited Heine Custom",4,"1/144","High Grade","Gundam SEED",4514.48,322,14.21
"Gouf Ignited Mass Production Type",4,"1/144","High Grade","Gundam SEED",4476.4,322,14.21
"Providence Gundam",4,"1/144","High Grade","Gundam SEED",4476.4,322,14.21
"Raider Gundam",4,"1/144","High Grade","Gundam SEED",4417.5,322,14.21
"Saviour Gundam",4,"1/144","High Grade","Gundam SEED",4476.4,322,14.21
"Strike Rouge IWSP",4,"1/144","High Grade","Gundam SEED MSV",4535.3,322,14.21
"Sword Impulse Gundam",4,"1/144","High Grade","Gundam SEED",4657.54,322,14.21
"TMF/A-802W2 Kerberos Bucue Hound",4,"1/144","High Grade","Gundam SEED",4476.4,322,14.21
"ZGMF-2000 Yzak Jule Custom Gouf Ignited",4,"1/144","High Grade","Gundam SEED",4633.28,322,14.21
"ZGMF-X31S Abyss Gundam",4,"1/144","High Grade","Gundam SEED",4417.5,322,14.21
"Gundam F90 II-L Type",3,"1/100","No-Grade","Gundam F",3897.95,323,11.84
"Act Zaku",4,"1/144","High Grade","Gundam The Origin",4332,323,18.95
"Zaku II",4,"1/144","High Grade","(Gundam Thunderbolt)",4416.36,323,17.06
"Transient Gundam Glacier",4,"1/144","High Grade","Build Fighters",3990,324,18.95
"Galbaldy Beta",4,"1/144","High Grade","UC",3990,325,14.21
"Guncannon First Type",4,"1/144","High Grade","Gundam The Origin",3990,325,17.06
"Murasame Andrew Waldfeld Custom",4,"1/144","High Grade","Gundam SEED",4476.4,325,14.21
"Gundam RX-78 GP-01Fb",4,"1/144","No-Grade","Stardust Memory",3990,325,7.9
"YMS-09 Prototype Dom",3,"1/100","No-Grade","MSV",4433.18,326,9.48
"105Dagger + Gunbarrel",4,"1/144","High Grade","Gundam SEED MSV",4618.38,326,14.21
"Build Gundam Mk-II",4,"1/144","High Grade","Build Fighters",3933,326,17.06
"Grimoire Red Beret",4,"1/144","High Grade","Build Divers",3819,326,17.06
"Hyaku Shiki",4,"1/144","High Grade","UC Revive",3809.63,326,17.06
"MS-06R-1A Black Tri-Stars Zaku II",4,"1/144","High Grade","UC",4263.12,326,15.16
"MS-07B-3 Gouf Custom",4,"1/144","High Grade","UC",4433.08,326,15.16
"Gundam F90-P Type",3,"1/100","No-Grade","Gundam F",3897.95,327,11.84
"Beginning D Gundam",4,"1/144","High Grade","Gunpla Builders",4344.96,327,15.16
"Gundam 00 Sky",4,"1/144","High Grade","Build Divers",3697.58,327,14.21
"Gundam Astray Blue Frame Second L",4,"1/144","High Grade","Gundam SEED",3809.63,327,16.11
"Gundam Fenice Rinascita",4,"1/144","High Grade","Build Fighters",4201.8,327,17.06
"Zaku I",4,"1/144","High Grade","(Gundam Thunderbolt)",4446,327,17.06
"Dreissen",4,"1/144","No-Grade","Gundam ZZ",4242.67,327,6.32
"G Gundam",3,"1/100","High Grade","G Gundam",3722.36,328,11.84
"RX-79",4,"1/144","High Grade","UC",4535.3,328,14.21
"Beginning J Gundam",4,"1/144","High Grade","Gunpla Builders",4344.96,329,15.16
"Geara Ghirarga",4,"1/144","High Grade","Build Divers",4446,329,17.06
"MS05S Char Aznable`s Zaku I",4,"1/144","High Grade","Gundam The Origin",3976.7,329,16.11
"GW-9800 Gundam Air Master",3,"1/100","No-Grade","Gundam X",3802.5,330,11.84
"Murasame Production Type",4,"1/144","High Grade","Gundam SEED",4476.4,330,14.21
"RX-78 NT-1 Gundam NT-1",4,"1/144","High Grade","UC",4829.8,330,14.21
"ZGMF-1001/M Blaze Zaku Phantom Dearka Elthman Use",4,"1/144","High Grade","Gundam SEED",4514.48,330,14.21
"ZGMF-X19A Infinite Justice Gundam",4,"1/144","High Grade","Gundam SEED",4535.3,330,15.16
"Ahgama Limited Edition",5,"1/1700","EX","EX Model",4559.17,330,42.64
"Ahgama Limited Edition",5,"1/1700","EX","EX Model",4559.17,330,42.64
"Arbion",5,"1/1700","EX","EX Model",3876,330,33.16
"Arbion",5,"1/1700","EX","EX Model",3876,330,33.16
"YMS-09 Tropical Test Type Dom",3,"1/100","No-Grade","MSV",4728.72,331,9.48
"Force Impulse Gundam",4,"1/144","High Grade","CE Revive",3990,332,17.06
"Unicorn Gundam 02 Banshee",4,"1/144","High Grade","UC",4618.38,333,15.16
"Zaku I",4,"1/144","High Grade","Gundam The Origin",3819,333,16.11
"Super Fumina",4,"1/144","High Grade","Build Fighters",3876,334,17.06
"GX-9900 Gundam X",3,"1/100","No-Grade","Gundam X",3608.4,335,11.84
"AMS-129 Geara Zulu",4,"1/144","High Grade","UC",4559.17,335,17.06
"Gundam AGE-FX Burst",4,"1/144","High Grade","AGE",3850.16,335,17.06
"Arbion Limited Edition",5,"1/1700","EX","EX Model",4559.17,335,42.64
"Arbion Limited Edition",5,"1/1700","EX","EX Model",4559.17,335,42.64
"Gundam F90-V",3,"1/100","No-Grade","Gundam F",4017.6,336,11.84
"Ewac-Zack",4,"1/144","High Grade","UC",4499.96,336,15.16
"Gundam Exia Dark Matter",4,"1/144","High Grade","Build Fighters",4332,336,17.06
"MS-06R-1A Shin Matsunaga`s Customize Zaku II",4,"1/144","High Grade","UC",4478.4,336,15.16
"RMS-099 Rick Dias Quatro Custom",4,"1/144","High Grade","UC",4240.8,336,11.37
"GNR-010 0 Raiser",3,"1/100","No-Grade","Gundam",3844,337,15.16
"Gundam Schwarzs Ritter",4,"1/144","High Grade","Build Fighters",3809.63,337,18.95
"Gundam Amazing Exia",4,"1/144","High Grade","Build Fighters",4560,338,17.06
"Gundam Astaroth Rinascimento",4,"1/144","High Grade","Iron-Blooded Orphans",3876,338,17.06
"D-50C Loto Twin Set",4,"1/144","High Grade","UC",4576.42,339,15.16
"Gundam Astray Red Frame",4,"1/144","High Grade","Gundam SEED",3697.58,339,16.11
"*Bargain Item* Impulse Gundam Arc",4,"1/144","High Grade","Build Divers",3819,340,18
"Marasai",4,"1/144","High Grade","UC",976.01,340,15.16
"RX-121-2 Gundam TR-1 Hazel-II",4,"1/144","High Grade","UC",4240.8,340,14.21
"ZGMF-XX09T Dom Trooper",4,"1/144","High Grade","Gundam SEED",4417.5,340,14.21
"AMX-003 Gaza-C",4,"1/144","High Grade","UC",4417.5,341,14.21
"Blu Duel Gundam",4,"1/144","High Grade","Gundam SEED",4476.4,341,15.16
"Destiny Gundam",4,"1/144","High Grade","Gundam SEED",4476.4,341,15.16
"Gundam Barbatos 6th Form",4,"1/144","High Grade","Iron-Blooded Orphans",3850.16,341,13.27
"MSM-08 Zogok",4,"1/144","High Grade","UC",4416.36,341,16.11
"Wing Gundam Zero Honoo",4,"1/144","High Grade","Build Fighters",4446,341,17.06
"GT-9600 Gundam Leopard",3,"1/100","No-Grade","Gundam X",3998.4,342,14.21
"Blue Destiny Unit 3 `EXAM`",4,"1/144","High Grade","UC",3906.78,342,15.16
"MS-21C DRA-C",4,"1/144","High Grade","UC",4657.54,342,18.95
"Blue Destiny Unit 2 `EXAM`",4,"1/144","High Grade","UC",3809.63,343,15.16
"Gundam FSD",4,"1/144","High Grade","Gundam The Origin",4313.85,343,20.85
"Kamiki Burning Gundam",4,"1/144","High Grade","Build Fighters",4460.82,343,17.06
"XXXG-01W Wing Gundam",3,"1/100","High Grade","Gundam W",3627,344,11.84
"Dom Test Prototype",4,"1/144","High Grade","Gundam The Origin",4275,344,18.95
"Prototype Gofu",4,"1/144","High Grade","Gundam The Origin",4503,344,17.06
"Winning Fumina",4,"1/144","High Grade","Build Fighters",4520.88,344,22.74
"AGX-04 Gerbera Tetra",4,"1/144","High Grade","UC",4560,345,17.06
"MSM-03C Hy-Gogg",4,"1/144","High Grade","UC",4123,345,11.37
"ZII",4,"1/144","High Grade","UC",4505.76,345,22.74
"FX550 Sky Grasper Launcher/Sword Pack",4,"1/144","Real Grade","Real Grade (RG)",4358.98,345,23.69
"OZ-13MS Gundam Epyon",3,"1/100","High Grade","Gundam W",3782.4,346,11.84
"Gundam AGE-1 Full Glanza",4,"1/144","High Grade","AGE",4416.36,346,15.16
"Try Burning Gundam",4,"1/144","High Grade","Build Fighters",4723.2,346,17.06
"Zaku Half Cannon",4,"1/144","High Grade","Gundam The Origin",4446,346,17.06
"FA-010-B Fullarmor ZZ-Gundam",4,"1/144","No-Grade","Gundam Sentinel",4041.38,346,9.48
"XXXG-00W0 Wing Gundam Zero",3,"1/100","High Grade","Gundam W",3782.4,347,11.84
"Scramble Gundam",4,"1/144","High Grade","Build Fighters",4405.63,347,20.85
"GX-9900-DV Gundam X Divider",3,"1/100","No-Grade","Gundam X",3822,348,11.84
"GSX-401FW Stargazer Gundam",4,"1/144","High Grade","Gundam SEED",4648.18,348,15.16
"MSM-04G Juaggu",4,"1/144","High Grade","UC",4642.56,348,16.11
"Zaku II Type C/Type C-5",4,"1/144","High Grade","Gundam The Origin",3793.54,348,17.06
"RX-99 Neo Gundam",3,"1/100","No-Grade","Silhouette Formula  in U.C.",3710.07,349,16.11
"Kabakali",4,"1/144","High Grade","Reconguista in G",4389,349,18.95
"*Bargain Item* Impluse Gundam Lancier",4,"1/144","High Grade","Build Divers",3819,350,18
"R17 Perfect Strike Gundam",4,"1/144","Remaster","Remaster Ver.",4657.54,351,16.11
"Gundam Astray Gold Frame Amatsu Mina",4,"1/144","High Grade","Gundam SEED",4469.4,352,17.06
"Ogre Gn-X",4,"1/144","High Grade","Build Divers",4588.58,352,18.95
"Zeta Plus",4,"1/144","High Grade","UC",4927.87,352,22.74
"Delta Plus",4,"1/144","High Grade","UC",4888.7,354,20.85
"GAT-X103AP Verde Buster Gundam",4,"1/144","High Grade","Gundam SEED",4600.13,355,15.16
"MSZ-010 ZZ Gundam",4,"1/144","High Grade","Gundam ()",4829.8,356,14.21
"Unicorn Gundam 02 Banshee Norn",4,"1/144","High Grade","UC",4776.96,356,16.11
"Denial Gundam",4,"1/144","High Grade","Build Fighters",4584,357,17.06
"Gundam Age II Magnum",4,"1/144","High Grade","Build Divers",3819,357,17.06
"Gundam Dantalion",4,"1/144","High Grade","Iron-Blooded Orphans",3933,357,15.16
"Mobile Worker MW-01 Model 01 Late Type",4,"1/144","High Grade","Gundam The Origin",4536,357,17.06
"MS-06R-2 Johnny Ridden`s Customize Zaku II",4,"1/144","High Grade","UC",4290.62,357,17.06
"Crossbone Gundam X1 Full Cloth TYPE.GBFT",4,"1/144","High Grade","Build Fighters",4446,358,20.85
"MBF-P02 Gundam Astray Red Frame",4,"1/144","Real Grade","Real Grade (RG)",4672.51,358,23.69
"Gundam AGE-3 Fortress",4,"1/144","High Grade","AGE",4201.8,359,17.06
"Luna Gazer Gundam",4,"1/144","High Grade","Build Fighters",4560,359,18.95
"White Base",5,"1/1700","EX","EX Model",5109.42,359,36.01
"White Base",5,"1/1700","EX","EX Model",5109.42,359,36.01
"RX-78 GP03S Gundam GP03 STAMEN",4,"1/144","High Grade","UC",4712,360,15.16
"Super Fumina Axis Angel Ver.",4,"1/144","High Grade","Build Fighters",4608,360,20.85
"NRX-0013 Gundam Virsago",3,"1/100","No-Grade","Gundam X",4663.07,361,14.21
"G-Lucifer",4,"1/144","High Grade","Reconguista in G",4689.9,361,18.95
"Hyaku Shiki",3,"1/100","No-Grade","Z Gundam",4573.88,362,9.48
"Gundam Astray No-Name",4,"1/144","High Grade","Build Divers",4201.8,362,17.06
"Stark Jegan",4,"1/144","High Grade","UC",4829.8,362,18.95
"Elf Bullock",4,"1/144","High Grade","Reconguista in G",4412.1,363,17.06
"Gundam AGE-3 Orbital",4,"1/144","High Grade","AGE",4407.86,363,17.06
"Reginlaze Julia",4,"1/144","High Grade","Iron-Blooded Orphans",4416.36,363,13.27
"Unicorn Gundam Destroy Mode Titanium Finish",4,"1/144","High Grade","UC",4642.56,363,39.8
"Gundam RXF91 Custom",3,"1/100","No-Grade","Silhouette Formula  in U.C.",4612.61,364,17.06
"Freedom Gundam",4,"1/144","High Grade","CE Revive",3933,364,17.06
"Powered GM Cardigan",4,"1/144","High Grade","Build Fighters",4431.18,364,17.06
"Kampfer Amazing",4,"1/144","High Grade","Build Fighters",4446,365,17.06
"Mrs. Loheng-Rinko",4,"1/144","High Grade","Build Fighters",5642,365,23.69
"Char Aznable`s Custom Zaku II",4,"1/144","High Grade","Gundam The Origin",4416.36,366,16.11
"Strum Dias",4,"1/144","High Grade","UC",4358.6,366,16.11
"AMX-004 Qubeley",4,"1/144","High Grade","UC",4829.8,367,14.21
"AMX-004-2 Qubeley Mk-II",4,"1/144","High Grade","UC",4829.8,367,14.21
"AMX-011 Zaku III Custom",4,"1/144","High Grade","UC",4829.8,367,14.21
"Geara Doga",4,"1/144","High Grade","UC",4535.3,367,17.06
"Geara Doga",4,"1/144","High Grade","UC",4712,367,17.06
"Gundam 00 Diver Ace",4,"1/144","High Grade","Build Divers",4201.8,367,18.95
"MS-09F Dom Tropen",4,"1/144","High Grade","UC",4829.8,367,14.21
"MS-09F Dom Tropen Sand brown",4,"1/144","High Grade","UC",4712,367,15.16
"MS-09R-2 Rick Dom II",4,"1/144","High Grade","UC",4829.8,367,14.21
"MS-14S Char`s Gelgoog",4,"1/144","High Grade","UC",4535.3,367,14.21
"MSN-02 Zeong",4,"1/144","High Grade","UC",6200,367,17.06
"PMX-001 Palace-Athne",4,"1/144","High Grade","UC",4829.8,367,17.06
"Rick Dom II Light Green Version",4,"1/144","High Grade","UC",4880.64,367,14.21
"RMS-141 Xekueins",4,"1/144","High Grade","UC",4829.8,367,15.16
"RX-110 Gabthley",4,"1/144","High Grade","UC",4417.5,367,15.16
"RX-78 GP01Fb Gundam GP01 Full Vernian",4,"1/144","High Grade","UC",4829.8,367,14.21
"RX-79BD-3 Blue Destiny Unit 3",4,"1/144","High Grade","UC",4535.3,367,14.21
"AMX-011 Zaku III",4,"1/144","High Grade","UC",4829.8,369,14.21
"Build Strike Galaxy Cosmos",4,"1/144","High Grade","Build Fighters",4369.87,370,17.06
"Cherdim Gundam Saga Type.GBF",4,"1/144","High Grade","Build Fighters",4997.93,370,17.06
"Gundam Ground Type S",4,"1/144","High Grade","(Gundam Thunderbolt)",3697.58,370,17.06
"MS-06-R-2 Johnny Ridden`s  Zaku II",3,"1/100","No-Grade","MSV",5593.14,372,9.48
"Gundam Mk-II",3,"1/100","No-Grade","Z Gundam",4579.19,373,9.48
"Lightning Z Gundam",4,"1/144","High Grade","Build Fighters",4389,373,20.85
"Hi-v Gundam",4,"1/144","High Grade","UC",4829.8,375,20.85
"MS-14Fs Gelgoog Mrine Cima Custom",4,"1/144","High Grade","UC",4886.54,375,14.21
"Guncannon Maneuver Test Type / Firepower Test Type",4,"1/144","High Grade","Gundam The Origin",4389,377,17.06
"MS-14A Gelgoog / MS-14C Gelgoog Cannon",4,"1/144","High Grade","UC",4888.7,377,15.16
"MSZ-006 Z-Gundam",4,"1/144","High Grade","UC",4712,377,15.16
"RX-93-v2 Hi-v Gundam GPB Color",4,"1/144","High Grade","Gunpla Builders",5032.85,377,20.85
"AMS-129 Geara Zulu Angelo Sauper Custom",4,"1/144","High Grade","UC",5179.2,378,20.85
"Gaeon",4,"1/144","High Grade","Reconguista in G",4416.36,378,17.06
"XXXG-01D2 Gundam Deathscyth Hell",3,"1/100","High Grade","Gundam W",4618.38,379,14.21
"MS-18E Kampfer",4,"1/144","High Grade","UC",4829.8,379,17.06
"RGM-96X Jesta Cannon",4,"1/144","High Grade","UC",4912.13,380,18.95
"V2 Assault Buster Gundam",4,"1/144","High Grade","UC",4960.65,380,18.95
"GM III Beam Master",4,"1/144","High Grade","Build Divers",4201.8,381,17.06
"R-Gyagya",4,"1/144","High Grade","Build Fighters",4487.99,381,17.06
"ReZEL",4,"1/144","High Grade","UC",4987.97,381,18.95
"MSA-0011",4,"1/144","No-Grade","Gundam Sentinel",4594.2,381,13.27
"Geara Zulu",4,"1/144","High Grade","UC",4920.24,382,18.95
"Zee Zulu",4,"1/144","High Grade","UC",5205.1,382,20.85
"MS-09 Dom / MS-09R Rick-Dom",4,"1/144","High Grade","UC",4712,383,16.11
"GN-001 Gundam Exia",4,"1/144","Real Grade","Real Grade (RG)",4417.5,383,23.69
"GPB-X78-30 Forever Gundam",4,"1/144","High Grade","Gunpla Builders",4336.27,384,18.95
"RX-121-2A Advanced Hazel",4,"1/144","High Grade","UC",4417.5,385,15.16
"GM Sniper K9",4,"1/144","High Grade","Build Fighters",4544.8,386,17.06
"GPB-04B Beacguy",4,"1/144","High Grade","Gunpla Builders",4888.7,387,17.06
"V2 Assault Gundam",3,"1/100","High Grade","V Gundam",4559.17,388,14.21
"XXXG-01S2 Altron Gundam",3,"1/100","High Grade","Gundam W",4417.5,389,14.21
"High Mobility Type Zaku II",4,"1/144","High Grade","Gundam The Origin",4336.79,390,18.95
"MSA-0011 S-Gundam",4,"1/144","High Grade","UC",4960,390,17.06
"Z Gundam Extra Finish",4,"1/144","High Grade","UC",4712,390,30.32
"Gundam Sandrock Custom",3,"1/100","High Grade","Gundam W Endless Waltz",4712,391,15.79
"Gundam Ez-SR",4,"1/144","High Grade","Build Fighters",4544.8,391,17.06
"V2 Buster Gundam",3,"1/100","High Grade","V Gundam",4642.56,392,14.21
"GNT-0000 00 QAN[T]",4,"1/144","Real Grade","Real Grade (RG)",4417.5,392,23.69
"MSM-07S Char`s Z`Gok",4,"1/144","Real Grade","Real Grade (RG)",4653.1,392,23.69
"Master Gundam",3,"1/100","High Grade","G Gundam",5133.2,393,11.84
"XXXG-01H2 Gundam H-Arms Cusutom",3,"1/100","High Grade","Gundam W Endless Waltz",4855.22,393,15.79
"Dom R35",4,"1/144","High Grade","Build Fighters",4446,393,17.06
"MSA-0011",4,"1/144","No-Grade","Gundam Sentinel",4476.4,394,13.27
"GX-9900 Gundam X",4,"1/144","High Grade","AW",4335.55,395,17.06
"Hyaku Shiki + Mega Bazooka Launcher",4,"1/144","High Grade","UC",4960,396,17.06
"RX-78 GP01 Gundam GP01 Zephyranthes",4,"1/144","Real Grade","Real Grade (RG)",4672.51,396,23.69
"RB-79 Ball Ver.Ka",3,"1/100","Master Grade","MG Gundam",4960,397,18.95
"Unicorn Gundam 02 Banshee",4,"1/144","High Grade","UC",4870.88,397,17.06
"Gundam Deathscythe-Hell Custom",3,"1/100","High Grade","Gundam W Endless Waltz",4880.64,398,15.79
"RB-79 Ball",3,"1/100","Master Grade","MG Other Gundam",5084,400,20.85
"Gundam SEED Mecha Set 1",4,"1/144","EX","EX Model",4960,400,33.16
"Gundam SEED Mecha Set 1",4,"1/144","EX","EX Model",4960,400,33.16
"Striker GN-X",4,"1/144","High Grade","Build Fighters",4712,401,18.95
"WD-M01 Turn A Gundam",3,"1/100","No-Grade","Turn A Gundam",4914.43,402,18.95
"RX-78 Perfect Gundam",3,"1/100","No-Grade","MSV",5442.23,403,13.27
"Beargguy III",4,"1/144","High Grade","Build Fighters",4930.28,404,17.06
"Delta Gundam",4,"1/144","High Grade","UC",5391.36,404,39.8
"Papagguy",4,"1/144","High Grade","Build Fighters",4912.13,405,17.06
"V-Dash Gundam",3,"1/100","High Grade","V Gundam",4618.38,407,14.21
"Reversible Gundam",4,"1/144","High Grade","Build Fighters",4479.55,408,17.06
"Zaku Amazing",4,"1/144","High Grade","Build Fighters",4446,410,17.06
"GT-9600-D Gundam Leopard Destroy",3,"1/100","No-Grade","Gundam X",4906.06,411,11.84
"Rick Dias",3,"1/100","No-Grade","Mobile Suit Gundam",4712,412,11.37
"Beargguy P",4,"1/144","High Grade","Build Fighters",5116.94,412,17.06
"Beginning 30 Gundam",4,"1/144","High Grade","Gunpla Builders",5109.42,415,20.85
"MS-06F Zaku II",4,"1/144","Real Grade","Real Grade (RG)",4855.22,415,23.69
"MS-06S Char`s Zaku",4,"1/144","Real Grade","Real Grade (RG)",4914.43,415,23.69
"RX-178 Gundam MK-II",4,"1/144","Real Grade","Real Grade (RG)",4930.28,416,23.69
"XXXG-01W Wing Gundam EW",4,"1/144","Real Grade","Real Grade (RG)",4861.86,416,23.69
"GX-9901-DX Gundam Double X",3,"1/100","No-Grade","Gundam X",4654.65,417,14.21
"Mega-Shiki",4,"1/144","High Grade","Build Fighters",5032.85,417,17.06
"Qubeley Papillon",4,"1/144","High Grade","Build Fighters",5978.35,417,18.95
"Gyancelot",4,"1/144","High Grade","Build Fighters",4201.8,419,17.06
"Hyper Gyanko",4,"1/144","High Grade","Build Fighters",4880.64,419,22.74
"GAT-X105 Aile Strike Gundam",4,"1/144","Real Grade","Real Grade (RG)",4930.28,419,23.69
"High Mobility Type Zaku II Ortega`s Custom",4,"1/144","High Grade","Gundam The Origin",5643,421,20.85
"RX-178 Gundam MK-II",4,"1/144","Real Grade","Real Grade (RG)",4956.1,421,23.69
"RX-78 GP01Fb Gundam GP01 Full Vernian",4,"1/144","Real Grade","Real Grade (RG)",4712,423,23.69
"GW-9800-B Gundam Air Master Burst",3,"1/100","No-Grade","Gundam X",4476.4,424,11.84
"GPB-06F Super Custom Zaku F2000",4,"1/144","High Grade","Gunpla Builders",5766,424,20.85
"Zeta Gundam",4,"1/144","High Grade","UC",4503,424,17.06
"XXXG-00W0 Wing Gundam Zero EW",4,"1/144","Real Grade","Real Grade (RG)",4956.1,424,23.69
"RX-78AL Atlas Gundam",4,"1/144","High Grade","(Gundam Thunderbolt)",5760,425,21.79
"Strike Freedom Gundam",4,"1/144","High Grade","CE Revive",4446,425,18.95
"Universe Booster",3,"1/100","Master Grade","MG Build Fighters",4389,426,26.53
"RX-78-2 Gundam",4,"1/144","Real Grade","Real Grade (RG)",4712,426,23.69
"Full Armor Gundam",4,"1/144","High Grade","(Gundam Thunderbolt)",4313.85,427,25.58
"Beargguy F",4,"1/144","High Grade","Build Fighters",4989.68,428,17.06
"Jegan Blast Master",4,"1/144","High Grade","Build Divers",5040,428,18.95
"W-Gundam Zero Custom",3,"1/100","High Grade","Gundam W Endless Waltz",4880.64,429,15.79
"Gundam Love Phantom",4,"1/144","High Grade","Build Divers",4712,429,20.85
"Guntank Early Type",4,"1/144","High Grade","Gundam The Origin",5586,429,16.11
"ZZII",4,"1/144","High Grade","Build Fighters",4910.4,429,24.64
"ZGMF-X42S Destiny Gundam",4,"1/144","Real Grade","Real Grade (RG)",4829.8,429,23.69
"ReZEL",4,"1/144","High Grade","UC",11960.42,431,20.85
"Unicorn Gundam 02 Banshee Norn",4,"1/144","High Grade","UC",4712,432,18.95
"Gundam 00 Sky",4,"1/144","High Grade","Build Divers",4481.92,435,20.85
"MS-06 Zaku Ground Attack Set",4,"1/144","High Grade","UC",5642,438,20.85
"Nu Gundam Metallic Coating Ver.",4,"1/144","High Grade","UC",5886.28,438,47.38
"Wing Gundam Zero Custom Special",3,"1/100","High Grade","Gundam W Endless Waltz",5471.45,441,23.69
"Buster Gundam",3,"1/100","No-Grade","Gundam SEED",6438.63,444,18.95
"Force Impulse Gundam",3,"1/100","No-Grade","SEED Destiny",6820,446,20.85
"Gundam Astray Red Frame",3,"1/100","No-Grade","Gundam SEED",6386,446,18.95
"MSZ-010 ZZ Gundam",4,"1/144","High Grade","UC",5580,446,21.79
"Shiranui Akatsuki Gundam",4,"1/144","High Grade","Gundam SEED",4476.4,446,22.74
"ZGMF-X10A Freedom Gundam",4,"1/144","Real Grade","Real Grade (RG)",4914.43,446,23.69
"Gunpla Starter Set",4,"1/144","High Grade","UC",4829.8,448,18.95
"Dreissen",4,"1/144","High Grade","UC",5915.42,449,18.95
"Blitz Gundam",3,"1/100","No-Grade","Gundam SEED",6324,450,18.95
"RAS-96 Anksha",4,"1/144","High Grade","UC",6449.86,452,24.64
"ZGMF-X20A Strike Freedom Gundam",4,"1/144","Real Grade","Real Grade (RG)",4956.1,452,28.43
"ZGMF-X09A Justice Gundam",4,"1/144","Real Grade","Real Grade (RG)",4972.03,454,23.69
"Dreissen",4,"1/144","High Grade","UC",5766,455,18.95
"RX-78 GP02A Gundam GP02 PHYSALIS",4,"1/144","High Grade","UC",4960,457,18.95
"MS-06F/J Zaku II",3,"1/100","Master Grade","MG Gundam",5374.21,458,23.69
"GAT-X105B/FP Build Strike Gundam Full Package",4,"1/144","Real Grade","Real Grade (RG)",5118.36,459,23.69
"Hi-Nu Gundam Vrabe",4,"1/144","High Grade","Build Fighters",4712,462,22.74
"Gundam Ground Type The Ground War Set",4,"1/144","High Grade","UC",6096.15,463,20.85
"Silver Bullet",4,"1/144","High Grade","UC",5938.55,464,20.85
"Unicorn Gundam 03 Phenex",4,"1/144","High Grade","UC",6512.28,465,26.53
"MS-06 Zaku II Custom Set 2",2,"1/60","Perfect Grade","Perfect Grade (PG)",6283.2,466,28.43
"GN-001 Gundam Exia",3,"1/100","No-Grade","Gundam",6386,466,21.79
"GN-002 Gundam Dynames",3,"1/100","No-Grade","Gundam",6324,466,21.79
"SVMS-010 Over Flag",3,"1/100","No-Grade","Gundam",5704,466,20.85
"Doven Wolf",4,"1/144","High Grade","UC",6016.92,467,20.85
"OZ-00MS Tallgeese EW",4,"1/144","Real Grade","Real Grade (RG)",4770.9,467,23.69
"RGM-79 GM",3,"1/100","Master Grade","MG Gundam",5471.45,470,23.69
"RX-78-2 Gundam",3,"1/100","Master Grade","MG Gundam",6617.52,470,26.53
"Aile Strike Gundam",3,"1/100","No-Grade","Gundam SEED",6386,470,18.95
"Grimgerde",3,"1/100","No-Grade","Iron-Blooded Orphans",7041.03,471,23.69
"Qubeley",4,"1/144","High Grade","UC Revive",5510.57,471,17.06
"LCAM-01XA Archangel",5,"1/1700","EX","EX Model",5704,471,42.64
"LCAM-01XA Archangel",5,"1/1700","EX","EX Model",5704,471,42.64
"Hail Buster Gundam",3,"1/100","No-Grade","SEED Destiny",6387.24,472,23.69
"Full Armor Gundam",4,"1/144","High Grade","(Gundam Thunderbolt)",4529.6,472,25.58
"Zssa",4,"1/144","High Grade","UC",6650.28,472,22.74
"Seravee Gundam Scheherazade",4,"1/144","High Grade","Build Divers",5529,475,20.85
"Gundam Mk-II + Flying Armor",4,"1/144","High Grade","UC",5059.2,476,18.95
"MSN-03 Jagd Doga Gunneys Guss Use",4,"1/144","High Grade","UC",5766,476,20.85
"MSN-03 Jagd Doga Quess Ea Use",4,"1/144","High Grade","UC",5766,476,20.85
"NRX-044 Asshimar",4,"1/144","High Grade","UC",4712,476,18.95
"Amazing Strike Freedom Gundam",4,"1/144","High Grade","Build Fighters",5700,478,21.79
"Gundam G-Self",4,"1/144","High Grade","Reconguista in G",5700,478,23.69
"Gundam AGE-1 Spallow",3,"1/100","Master Grade","MG Gundam AGE",7041.03,479,33.16
"RX-78-2 Gundam",3,"1/100","Master Grade","MG Gundam",5435.33,479,23.69
"RX-78-3 G-3 Gundam",3,"1/100","Master Grade","MG MSV",5471.45,481,23.69
"RX-78 GP02A Gundam GP02A MLRS Specification",4,"1/144","High Grade","UC",5766,481,20.85
"MS-14S Char`s Gelgoog",3,"1/100","Master Grade","MG Gundam",7068,483,28.43
"RB-79K Ball The 08MS Ver.",3,"1/100","Master Grade","MG Other Gundam",6200,483,22.74
"AMX-014 Doven Wolf",4,"1/144","High Grade","UC",5766,483,20.85
"Galbaldy Rebake",4,"1/144","High Grade","Build Divers",5415,483,20.85
"Core Booster Ver.Ka",3,"1/100","Master Grade","MG V Gundam",5890,485,20.85
"Graze",3,"1/100","No-Grade","Iron-Blooded Orphans",7058.69,485,28.43
"Miss Sazabi",4,"1/144","High Grade","Build Fighters",7006,485,28.43
"Gundam Astray Gold Frame",3,"1/100","No-Grade","Gundam SEED",6386,489,37.9
"Sword Strike Gundam",3,"1/100","No-Grade","Gundam SEED",6820,489,20.85
"Gundam F91 Harrison Martin Custom",3,"1/100","Master Grade","MG Other Gundam",6944,490,28.43
